GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Entando Plugin: SEO,org.entando.entando.plugins.jpseo.aps.system.services.url,URLManager,310,15,40,0,70,6,31,4,11,4
Entando Plugin: SEO,org.entando.entando.plugins.jpseo.aps.system.services.url,PageURL,12,0,0,0,5,0,3,0,3,0
Entando Plugin: SEO,org.entando.entando.plugins.jpseo.web.page.model,SeoDataByLang,116,56,16,0,12,24,11,12,3,12
Entando Plugin: SEO,org.entando.entando.plugins.jpseo.web.page.model,SeoData,98,39,14,0,11,16,10,9,3,9
Entando Plugin: SEO,org.entando.entando.plugins.jpseo.web.page.model,SeoMetaTag,29,46,0,0,1,20,1,10,1,10
Entando Plugin: SEO,org.entando.entando.plugins.jpseo.web.page.model,SeoPageRequest,50,10,6,0,11,5,7,3,4,3
Entando Plugin: SEO,org.entando.entando.plugins.jpseo.web.page,SeoPageController,49,203,6,12,11,40,7,12,1,9
Entando Plugin: SEO,org.entando.entando.plugins.jpseo.aps.system.services.metatag,MetatagDOM,12,86,0,2,3,23,0,5,0,4
Entando Plugin: SEO,org.entando.entando.plugins.jpseo.aps.system.services.metatag,MetatagCatalog,11,42,1,1,3,14,1,5,0,5
Entando Plugin: SEO,org.entando.entando.plugins.jpseo.aps.system.services.metatag,Metatag,12,41,0,0,4,13,4,8,4,8
Entando Plugin: SEO,org.entando.entando.plugins.jpseo.aps.system.services.page,SeoPageService,109,701,13,35,18,170,12,31,0,19
Entando Plugin: SEO,org.entando.entando.plugins.jpseo.aps.system.services.page,PageMetatag,104,116,17,3,20,40,11,15,2,14
Entando Plugin: SEO,org.entando.entando.plugins.jpseo.aps.system.services.page,SeoPageDAO,47,101,2,6,8,22,2,6,0,4
Entando Plugin: SEO,org.entando.entando.plugins.jpseo.aps.system.services.page,SeoPageExtraConfigDOM,103,695,16,60,31,164,17,33,2,10
Entando Plugin: SEO,org.entando.entando.plugins.jpseo.aps.system.services.page,SeoPageMetadata,27,335,29,43,8,80,28,23,1,14
Entando Plugin: SEO,org.entando.entando.plugins.jpseo.aps.system.services.page,SeoPageDto,12,10,0,0,1,4,1,3,1,3
Entando Plugin: SEO,org.entando.entando.plugins.jpseo.aps.system.services.mapping.event,SeoChangedEvent,8,9,0,0,3,4,2,3,2,3
Entando Plugin: SEO,org.entando.entando.plugins.jpseo.aps.tags,CurrentPageTag,390,0,72,0,92,0,44,0,8,0
Entando Plugin: SEO,org.entando.entando.plugins.jpseo.aps.tags,SeoMetatagsTag,294,0,34,0,69,0,26,0,9,0
Entando Plugin: SEO,org.entando.entando.plugins.jpseo.aps.tags,SiteMapTag,383,0,40,0,93,0,35,0,15,0
Entando Plugin: SEO,org.entando.entando.plugins.jpseo.aps.tags,PageInfoTag,239,0,40,0,56,0,24,0,4,0
Entando Plugin: SEO,org.entando.entando.plugins.jpseo.aps.tags,ContentTag,128,0,18,0,30,0,15,0,6,0
Entando Plugin: SEO,org.entando.entando.plugins.jpseo.aps.tags,SeoMetatagTag,276,0,36,0,73,0,30,0,12,0
Entando Plugin: SEO,org.entando.entando.plugins.jpseo.aps.tags,SeoMetatagCatalogTag,73,0,0,0,18,0,6,0,6,0
Entando Plugin: SEO,org.entando.entando.plugins.jpseo.web.page.validator,SeoPageValidator,26,49,10,10,6,11,8,5,0,3
Entando Plugin: SEO,org.entando.entando.plugins.jpseo.aps.system.init.portdb,FriendlyCode,0,3,0,0,0,1,0,1,0,1
Entando Plugin: SEO,org.entando.entando.plugins.jpseo.aps.system.services.mapping,SeoMappingManager,109,412,26,34,22,102,21,27,1,17
Entando Plugin: SEO,org.entando.entando.plugins.jpseo.aps.system.services.mapping,SeoMappingDAO,50,239,0,4,14,65,0,14,0,12
Entando Plugin: SEO,org.entando.entando.plugins.jpseo.aps.system.services.mapping,FriendlyCodeVO,12,40,0,0,5,18,1,10,1,10
Entando Plugin: SEO,org.entando.entando.plugins.jpseo.aps.system.services.mapping,ContentFriendlyCode,0,31,0,0,0,9,0,6,0,6
Entando Plugin: SEO,org.entando.entando.plugins.jpseo.aps.system.services.linkresolver,LinkResolverManager,211,0,28,0,53,0,19,0,5,0
Entando Plugin: SEO,org.entando.entando.plugins.jpseo.aps.util,FriendlyCodeGenerator,3,43,2,2,1,8,3,1,1,1
Entando Plugin: SEO,org.entando.entando.plugins.jpseo.aps.system.sitemap,SitemapAction,354,0,32,0,78,0,25,0,9,0
Entando Plugin: SEO,org.entando.entando.plugins.jpseo.aps.system.services.mapping.cache,SeoMappingCacheWrapper,41,251,4,18,6,55,5,16,1,9
Entando Plugin: SEO,org.entando.entando.plugins.jpseo.apsadmin.portal,SeoPageAction,57,163,8,14,13,46,8,15,0,12
Entando Plugin: SEO,org.entando.entando.plugins.jpseo.apsadmin.portal,PageActionAspect,107,472,25,39,16,121,21,29,1,17
Entando Plugin: SEO,org.entando.entando.plugins.jpseo.apsadmin.portal,SeoPageSettingsAction,140,0,18,0,33,0,13,0,4,0
Entando Plugin: SEO,org.entando.entando.plugins.jpseo.apsadmin.portal,PageSettingsActionAspect,98,370,13,41,21,100,13,26,0,12
Entando Plugin: SEO,org.entando.entando.plugins.jpseo.apsadmin.portal,PageSettingsUtils,3,43,7,11,1,12,8,3,1,1
Entando Plugin: SEO,org.entando.entando.plugins.jpseo.apsadmin.portal,SeoPageActionUtils,5,254,1,13,1,48,2,13,1,7
Entando Plugin: SEO,org.entando.entando.plugins.jpseo.aps.system.services.controller.control,RequestValidator,338,19,42,0,85,7,26,4,5,4
Entando Plugin: SEO,org.entando.entando.plugins.jpseo.aps.system.services.content.widget,ContentViewerHelper,50,0,8,0,11,0,7,0,3,0
Entando Plugin: SEO,org.entando.entando.plugins.jpseo.aps.system,JpseoSystemConstants,3,0,0,0,1,0,1,0,1,0
Entando Plugin: SEO,org.entando.entando.plugins.jpseo.apsadmin.content.helper,ContentActionHelperAspect,179,40,20,2,33,13,14,6,3,6
